show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt,Not Given,United States,10/27/2020,2020,TV-Y,4 Seasons,Kids' TV
s1800,TV Show,Barbarians,Not Given,Germany,10/23/2020,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
s1804,TV Show,Stolen Away,Not Given,Spain,10/23/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1805,TV Show,The Queen's Gambit,Not Given,United States,10/23/2020,2020,TV-MA,1 Season,TV Dramas
s1814,TV Show,My Next Guest Needs No Introduction With David Letterman,Not Given,United States,10/21/2020,2020,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows
s1835,TV Show,Start-Up,Not Given,South Korea,10/18/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1838,TV Show,Grand Army,Not Given,United States,10/16/2020,2020,TV-MA,1 Season,"TV Dramas, Teen TV Shows"
s1840,TV Show,La Révolution,Not Given,France,10/16/2020,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas"
s1842,TV Show,The Last Kids on Earth,Not Given,United States,10/16/2020,2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies"
s1848,TV Show,Fireman Sam,Not Given,United Kingdom,10/15/2020,2018,TV-Y,4 Seasons,"British TV Shows, Kids' TV"
s1849,TV Show,Half & Half,Not Given,United States,10/15/2020,2005,TV-14,4 Seasons,TV Comedies
s1852,TV Show,One on One,Not Given,United States,10/15/2020,2006,TV-14,5 Seasons,"TV Comedies, Teen TV Shows"
s1853,TV Show,Power Rangers Beast Morphers,Not Given,United States,10/15/2020,2020,TV-Y7,2 Seasons,Kids' TV
s1855,TV Show,Social Distance,Not Given,United States,10/15/2020,2020,TV-MA,1 Season,"TV Comedies, TV Dramas"
s1861,TV Show,The Cabin with Bert Kreischer,Not Given,United States,10/13/2020,2020,TV-MA,1 Season,"Reality TV, TV Comedies"
s1865,TV Show,Kipo and the Age of Wonderbeasts,Not Given,United States,10/12/2020,2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies"
s1829,TV Show,Unsolved Mysteries,Not Given,Pakistan,10/19/2020,2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries"
s1874,TV Show,The Haunting of Bly Manor,Not Given,United States,10/9/2020,2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries"
s1876,TV Show,Do Do Sol Sol La La Sol,Not Given,South Korea,10/8/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1878,TV Show,Private Lives,Not Given,South Korea,10/8/2020,2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1879,TV Show,The 100,Not Given,United States,10/8/2020,2020,TV-MA,7 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s1886,TV Show,Bad Boy Billionaires: India,Not Given,India,10/5/2020,2020,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows"
s1894,TV Show,DreamWorks Happy Holidays from Madagascar,Not Given,United States,10/2/2020,2005,TV-PG,1 Season,"Kids' TV, TV Comedies"
s1895,TV Show,Emily in Paris,Not Given,United States,10/2/2020,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
s1896,TV Show,H2O: Just Add Water,Not Given,Australia,10/2/2020,2009,TV-PG,3 Seasons,"Kids' TV, TV Dramas"
s1907,TV Show,Evil,Not Given,United States,10/1/2020,2019,TV-14,1 Season,TV Dramas
s1908,TV Show,Familiar Wife,Not Given,South Korea,10/1/2020,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1909,TV Show,Food Wars!: Shokugeki no Soma,Not Given,Japan,10/1/2020,2016,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows"
s1911,TV Show,"Good Morning, Verônica",Not Given,Brazil,10/1/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Mysteries"
s1916,TV Show,Oktoberfest: Beer & Blood,Not Given,Germany,10/1/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1918,TV Show,Secreto bien guardado,Not Given,Argentina,10/1/2020,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s1919,TV Show,Sword Art Online,Not Given,Japan,10/1/2020,2018,TV-MA,3 Seasons,"Anime Series, International TV Shows"
s1923,TV Show,The Parkers,Not Given,United States,10/1/2020,2003,TV-PG,5 Seasons,TV Comedies
s1924,TV Show,The Unicorn,Not Given,United States,10/1/2020,2019,TV-14,1 Season,"TV Comedies, TV Dramas"
s1926,TV Show,You Cannot Hide,Not Given,Mexico,10/1/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1929,TV Show,Black Butler,Not Given,Japan,9/30/2020,2010,TV-MA,3 Seasons,"Anime Series, International TV Shows"
s1930,TV Show,Man with a Plan,Not Given,United States,9/30/2020,2020,TV-PG,4 Seasons,TV Comedies
s1933,Movie,The Boys in the Band: Something Personal,Not Given,United States,9/30/2020,2020,TV-MA,28 min,"Documentaries, LGBTQ Movies"
s1934,TV Show,Wentworth,Not Given,Australia,9/30/2020,2020,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas"
s1948,TV Show,"Whose Vote Counts, Explained",Not Given,United States,9/28/2020,2020,TV-PG,1 Season,Docuseries
s1949,TV Show,Van Helsing,Not Given,United States,9/27/2020,2019,TV-MA,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas"
s1950,TV Show,The Good Place,Not Given,United States,9/26/2020,2020,TV-14,4 Seasons,TV Comedies
s1952,TV Show,A Perfect Crime,Not Given,Germany,9/25/2020,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s1955,TV Show,Sneakerheads,Not Given,United States,9/25/2020,2020,TV-MA,1 Season,TV Comedies
s1956,TV Show,The School Nurse Files,Not Given,South Korea,9/25/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s1959,TV Show,The Chef Show,Not Given,United States,9/24/2020,2020,TV-MA,4 Seasons,Docuseries
s1962,TV Show,The Playbook,Not Given,United States,9/22/2020,2020,TV-MA,1 Season,Docuseries
s1979,TV Show,Ratched,Not Given,United States,9/18/2020,2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries"
s1980,TV Show,The American Barbecue Showdown,Not Given,United States,9/18/2020,2020,TV-G,1 Season,Reality TV
s1981,TV Show,The Blacklist,Not Given,United States,9/18/2020,2019,TV-14,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
s2098,Movie,Rising Phoenix,Not Given,United Kingdom,8/26/2020,2020,PG-13,107 min,"Documentaries, International Movies, Sports Movies"
s1989,TV Show,The Last Word,Not Given,Germany,9/17/2020,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s1990,TV Show,Baby,Not Given,Italy,9/16/2020,2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
s1991,TV Show,Challenger,Not Given,United States,9/16/2020,2020,TV-14,1 Season,"Docuseries, Science & Nature TV"
s1992,TV Show,Criminal: UK,Not Given,United Kingdom,9/16/2020,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
s1994,TV Show,Signs,Not Given,Poland,9/16/2020,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s1995,TV Show,Sing On!,Not Given,United States,9/16/2020,2020,TV-PG,1 Season,Reality TV
s2003,TV Show,Taco Chronicles,Not Given,United States,9/15/2020,2020,TV-MA,2 Seasons,"Docuseries, International TV Shows, Reality TV"
s2007,TV Show,Buddi,Not Given,United Kingdom,9/11/2020,2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV"
s2692,TV Show,Brews Brothers,Not Given,United States,4/10/2020,2020,TV-MA,1 Season,TV Comedies
s2009,TV Show,Family Business,Not Given,France,9/11/2020,2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
s2010,TV Show,Girlfriends,Not Given,United States,9/11/2020,2007,TV-14,8 Seasons,TV Comedies
s2013,TV Show,The Barrier,Not Given,Spain,9/11/2020,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s2014,TV Show,The Duchess,Not Given,United Kingdom,9/11/2020,2020,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies"
s2022,TV Show,Greenleaf,Not Given,United States,9/10/2020,2020,TV-14,5 Seasons,TV Dramas
s2693,Movie,LA Originals,Not Given,United States,4/10/2020,2020,TV-MA,92 min,"Documentaries, International Movies, Music & Musicals"
s2033,TV Show,Get Organized with The Home Edit,Not Given,United States,9/9/2020,2020,TV-PG,1 Season,Reality TV
s2038,TV Show,Record of Youth,Not Given,South Korea,9/8/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s2043,TV Show,Cleverman,Not Given,Australia,9/5/2020,2017,TV-MA,1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers"
s1984,TV Show,Dragon's Dogma,Not Given,Pakistan,9/17/2020,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
s2045,TV Show,Away,Not Given,United States,9/4/2020,2020,TV-14,1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s2048,TV Show,Spirit Riding Free: Riding Academy,Not Given,United States,9/4/2020,2020,TV-Y7,2 Seasons,Kids' TV
s2054,TV Show,Young Wallander,Not Given,United Kingdom,9/3/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s2055,TV Show,Chef's Table: BBQ,Not Given,United States,9/2/2020,2020,TV-14,1 Season,"Docuseries, Reality TV"
s2063,TV Show,Blue Exorcist,Not Given,Japan,9/1/2020,2017,TV-MA,2 Seasons,"Anime Series, International TV Shows"
s2064,TV Show,Bookmarks,Not Given,United States,9/1/2020,2020,TV-Y,1 Season,Kids' TV
s2065,TV Show,Borgen,Not Given,Denmark,9/1/2020,2012,TV-MA,3 Seasons,"International TV Shows, TV Dramas"
s2067,TV Show,Erased,Not Given,Japan,9/1/2020,2016,TV-14,1 Season,"Anime Series, International TV Shows, TV Thrillers"
s2069,TV Show,Felipe Esparza: Bad Decisions,Not Given,United States,9/1/2020,2020,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s2070,TV Show,H,Not Given,France,9/1/2020,2002,TV-MA,4 Seasons,"International TV Shows, TV Comedies"
s2071,TV Show,Heidi,Not Given,France,9/1/2020,2020,TV-Y7,1 Season,Kids' TV
s2074,TV Show,"Sister, Sister",Not Given,United States,9/1/2020,1998,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows"
s2079,TV Show,The Promised Neverland,Not Given,Japan,9/1/2020,2019,TV-14,1 Season,"Anime Series, International TV Shows, TV Thrillers"
s2086,TV Show,I AM A KILLER: RELEASED,Not Given,United Kingdom,8/28/2020,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
s2087,TV Show,Masaba Masaba,Not Given,India,8/28/2020,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s2090,TV Show,Aggretsuko,Not Given,Japan,8/27/2020,2020,TV-14,3 Seasons,"Anime Series, International TV Shows"
s2094,TV Show,Her Mother's Killer,Not Given,Colombia,8/26/2020,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s2097,TV Show,Million Dollar Beach House,Not Given,United States,8/26/2020,2020,TV-MA,1 Season,Reality TV
s2099,TV Show,Emily's Wonder Lab,Not Given,United States,8/25/2020,2020,TV-Y,1 Season,Kids' TV
s2100,TV Show,Trinkets,Not Given,United States,8/25/2020,2020,TV-MA,2 Seasons,"TV Dramas, Teen TV Shows"
s2103,TV Show,Ojos in d' House,Not Given,Nigeria,8/22/2020,2013,TV-G,1 Season,"International TV Shows, TV Comedies"
s2106,TV Show,Hoops,Not Given,United States,8/21/2020,2020,TV-MA,1 Season,TV Comedies
s2107,TV Show,Rust Valley Restorers,Not Given,Canada,8/21/2020,2020,TV-14,3 Seasons,"International TV Shows, Reality TV"
s2110,Movie,John Was Trying to Contact Aliens,Not Given,United States,8/20/2020,2020,TV-PG,17 min,"Documentaries, LGBTQ Movies"
s2113,TV Show,DeMarcus Family Rules,Not Given,United States,8/19/2020,2020,TV-14,1 Season,Reality TV
s2114,TV Show,High Score,Not Given,United States,8/19/2020,2020,TV-14,1 Season,"Docuseries, Science & Nature TV"
s2119,TV Show,Glitch Techs,Not Given,United States,8/17/2020,2020,TV-Y7,2 Seasons,Kids' TV
s2123,TV Show,Stranger,Not Given,South Korea,8/16/2020,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows"
s2125,TV Show,Rita,Not Given,Denmark,8/15/2020,2020,TV-MA,5 Seasons,"International TV Shows, TV Comedies, TV Dramas"
s2126,TV Show,Takki,Not Given,Saudi Arabia,8/15/2020,2014,TV-14,2 Seasons,"International TV Shows, TV Dramas"
s2128,TV Show,3%,Not Given,Brazil,8/14/2020,2020,TV-MA,4 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s2134,TV Show,Teenage Bounty Hunters,Not Given,United States,8/14/2020,2020,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas"
s2135,TV Show,The Great Heist,Not Given,Colombia,8/14/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s2136,TV Show,The Legend of Korra,Not Given,United States,8/14/2020,2014,TV-Y7,4 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s2137,TV Show,Zoids Wild,Not Given,Japan,8/14/2020,2018,TV-Y7,1 Season,"Anime Series, Kids' TV"
s2102,TV Show,Baewatch: Parental Guidance,Not Given,Pakistan,8/22/2020,2019,TV-MA,1 Season,"British TV Shows, Reality TV, Romantic TV Shows"
s2145,TV Show,GAME ON: A Comedy Crossover Event,Not Given,United States,8/10/2020,2020,TV-G,1 Season,"Kids' TV, TV Comedies"
s2146,TV Show,Terrace House: Tokyo 2019-2020,Not Given,Japan,8/10/2020,2019,TV-MA,2 Seasons,"International TV Shows, Reality TV"
s2149,TV Show,The Governor,Not Given,Nigeria,8/8/2020,2016,TV-14,1 Season,"International TV Shows, TV Dramas"
s2152,TV Show,High Seas,Not Given,Spain,8/7/2020,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s2154,TV Show,Sing On! Germany,Not Given,Germany,8/7/2020,2020,TV-PG,1 Season,"International TV Shows, Reality TV"
s2157,TV Show,Tiny Creatures,Not Given,United States,8/7/2020,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure"
s2158,TV Show,Wizards: Tales of Arcadia,Not Given,United States,8/7/2020,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s2159,TV Show,Word Party Songs,Not Given,United States,8/7/2020,2020,TV-Y,1 Season,Kids' TV
s2161,TV Show,Ever After High,Not Given,Canada,8/6/2020,2016,TV-Y7,5 Seasons,Kids' TV
s2163,TV Show,The Rain,Not Given,Denmark,8/6/2020,2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
s2166,TV Show,World's Most Wanted,Not Given,United States,8/5/2020,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s2169,TV Show,Mystery Lab,Not Given,Brazil,8/4/2020,2020,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
s2171,TV Show,Immigration Nation,Not Given,United States,8/3/2020,2020,TV-MA,1 Season,Docuseries
s2174,TV Show,Moesha,Not Given,United States,8/1/2020,2000,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows"
s2175,TV Show,My Perfect Landing,Not Given,Canada,8/1/2020,2020,TV-G,1 Season,Kids' TV
s2176,TV Show,Nagi-Asu: A Lull in the Sea,Not Given,Japan,8/1/2020,2014,TV-14,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows"
s2179,TV Show,The Next Step,Not Given,Canada,8/1/2020,2018,TV-G,1 Season,"Kids' TV, Reality TV, TV Dramas"
s2181,TV Show,Toradora!,Not Given,Japan,8/1/2020,2008,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows"
s2153,TV Show,Selling Sunset,Not Given,Pakistan,8/7/2020,2020,TV-MA,3 Seasons,Reality TV
s2182,TV Show,Transformers Rescue Bots Academy,Not Given,United States,8/1/2020,2020,TV-Y,2 Seasons,Kids' TV
s2185,TV Show,Get Even,Not Given,United Kingdom,7/31/2020,2020,TV-PG,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
s2190,TV Show,Sugar Rush,Not Given,United States,7/31/2020,2020,TV-PG,3 Seasons,Reality TV
s2191,TV Show,The Umbrella Academy,Not Given,United States,7/31/2020,2020,TV-14,2 Seasons,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy"
s2193,TV Show,Transformers: War For Cybertron Trilogy,Not Given,United States,7/30/2020,2020,TV-Y7,1 Season,Anime Series
s2319,TV Show,Trotro,Not Given,France,7/1/2020,2004,TV-Y,1 Season,Kids' TV
s2202,TV Show,Last Chance U,Not Given,United States,7/28/2020,2020,TV-MA,5 Seasons,Docuseries
s2204,TV Show,Shameless (U.S.),Not Given,United States,7/26/2020,2019,TV-MA,10 Seasons,"TV Comedies, TV Dramas"
s2213,TV Show,Sing On! Spain,Not Given,Spain,7/24/2020,2020,TV-G,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows"
s2218,TV Show,Fear City: New York vs The Mafia,Not Given,United States,7/22/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s2219,TV Show,Norsemen,Not Given,Norway,7/22/2020,2020,TV-MA,3 Seasons,"International TV Shows, TV Comedies"
s2224,TV Show,Killer Women with Piers Morgan,Not Given,United Kingdom,7/19/2020,2017,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
s2226,TV Show,Gigantosaurus,Not Given,France,7/18/2020,2019,TV-Y,1 Season,Kids' TV
s2227,TV Show,Single Wives,Not Given,Australia,7/18/2020,2018,TV-MA,1 Season,"Reality TV, Romantic TV Shows"
s2228,TV Show,Cursed,Not Given,United Kingdom,7/17/2020,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s2230,TV Show,In The Dark,Not Given,United States,7/17/2020,2020,TV-14,2 Seasons,"Crime TV Shows, TV Dramas"
s2231,TV Show,Kissing Game,Not Given,Brazil,7/17/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s2236,TV Show,Dark Desire,Not Given,Mexico,7/15/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s2238,TV Show,Skin Decision: Before and After,Not Given,United States,7/15/2020,2020,TV-MA,1 Season,"Reality TV, Science & Nature TV"
s2239,TV Show,Sunny Bunnies,Not Given,Belarus,7/15/2020,2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies"
s2247,TV Show,Down to Earth with Zac Efron,Not Given,United States,7/10/2020,2020,TV-PG,1 Season,"Docuseries, Reality TV, Science & Nature TV"
s2250,TV Show,The Epic Tales of Captain Underpants in Space,Not Given,United States,7/10/2020,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
s2254,TV Show,Japan Sinks: 2020,Not Given,Japan,7/9/2020,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
s2255,TV Show,The Protector,Not Given,Turkey,7/9/2020,2020,TV-MA,4 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure"
s2256,TV Show,Was It Love?,Not Given,South Korea,7/9/2020,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s2259,TV Show,Stateless,Not Given,Australia,7/8/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
s2293,TV Show,Little Singham,Not Given,India,7/4/2020,2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies"
s2294,TV Show,Cable Girls,Not Given,Spain,7/3/2020,2019,TV-MA,6 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s2298,TV Show,JU-ON: Origins,Not Given,Japan,7/3/2020,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries"
s2299,TV Show,Southern Survival,Not Given,United States,7/3/2020,2020,TV-PG,1 Season,Reality TV
s2300,TV Show,The Baby-Sitters Club,Not Given,United States,7/3/2020,2020,TV-G,1 Season,"Kids' TV, TV Dramas"
s2302,TV Show,Supermarket Sweep,Not Given,United States,7/2/2020,1993,TV-G,1 Season,Reality TV
s2304,TV Show,Warrior Nun,Not Given,United States,7/2/2020,2020,TV-MA,1 Season,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy"
s2306,TV Show,21 Again,Not Given,United Kingdom,7/1/2020,2019,TV-MA,1 Season,"British TV Shows, Reality TV"
s2307,TV Show,A Touch of Green,Not Given,Taiwan,7/1/2020,2016,TV-MA,1 Season,"International TV Shows, TV Dramas"
s2314,TV Show,Say I Do,Not Given,United States,7/1/2020,2020,TV-14,1 Season,"Reality TV, Romantic TV Shows"
s2321,TV Show,BNA,Not Given,Japan,6/30/2020,2020,TV-14,1 Season,"Anime Series, International TV Shows"
s2323,TV Show,Homemade,Not Given,Chile,6/30/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
s2328,TV Show,Dark,Not Given,Germany,6/27/2020,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s2400,TV Show,ONE PIECE,Not Given,Japan,6/12/2020,2002,TV-14,4 Seasons,Anime Series
s2330,TV Show,All For Love,Not Given,Colombia,6/26/2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s2332,TV Show,Home Game,Not Given,United States,6/26/2020,2020,TV-MA,1 Season,Docuseries
s2335,Movie,Seven (Tamil),Not Given,India,6/26/2020,2019,TV-MA,111 min,"Dramas, International Movies, Romantic Movies"
s2338,TV Show,Twogether,Not Given,South Korea,6/26/2020,2020,TV-G,1 Season,"International TV Shows, Korean TV Shows, Reality TV"
s2344,TV Show,Crazy Delicious,Not Given,United Kingdom,6/24/2020,2020,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV"
s2347,TV Show,"Roswell, New Mexico",Not Given,United States,6/23/2020,2020,TV-14,2 Seasons,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy"
s2350,TV Show,It's Okay to Not Be Okay,Not Given,South Korea,6/21/2020,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s2353,TV Show,Babies,Not Given,United States,6/19/2020,2020,TV-14,2 Seasons,"Docuseries, Science & Nature TV"
s2356,Movie,Disclosure,Not Given,United States,6/19/2020,2020,TV-MA,108 min,"Documentaries, LGBTQ Movies"
s2358,TV Show,Floor Is Lava,Not Given,United States,6/19/2020,2020,TV-PG,1 Season,Reality TV
s2360,TV Show,Most Beautiful Thing,Not Given,Brazil,6/19/2020,2020,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
s2363,TV Show,The Politician,Not Given,United States,6/19/2020,2020,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows"
s2379,TV Show,The Order,Not Given,United States,6/18/2020,2020,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Horror"
s2384,TV Show,The Chase,Not Given,United States,6/15/2020,2015,TV-PG,2 Seasons,Reality TV
s2385,Movie,The Show Must Go On: The Queen + Adam Lambert Story,Not Given,United Kingdom,6/15/2020,2019,TV-MA,85 min,"Documentaries, Music & Musicals"
s2389,TV Show,Alexa & Katie,Not Given,United States,6/13/2020,2020,TV-G,4 Seasons,"Kids' TV, TV Comedies"
s2391,TV Show,How to Get Away with Murder,Not Given,United States,6/13/2020,2020,TV-14,6 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s2396,TV Show,F is for Family,Not Given,United States,6/12/2020,2020,TV-MA,4 Seasons,TV Comedies
s2397,TV Show,Frank Elstner: Just One Last Question,Not Given,Germany,6/12/2020,2020,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows"
s2401,TV Show,The Search,Not Given,Mexico,6/12/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s2402,TV Show,The Woods,Not Given,Poland,6/12/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s2405,TV Show,Curon,Not Given,Italy,6/10/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s2407,TV Show,Lenox Hill,Not Given,United States,6/10/2020,2020,TV-MA,1 Season,"Docuseries, Reality TV, Science & Nature TV"
s2409,TV Show,My Mister,Not Given,South Korea,6/10/2020,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
s2410,TV Show,Reality Z,Not Given,Brazil,6/10/2020,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries"
s2416,TV Show,Queen of the South,Not Given,United States,6/6/2020,2018,TV-MA,4 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas"
s2418,TV Show,13 Reasons Why,Not Given,United States,6/5/2020,2020,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s2423,TV Show,Queer Eye,Not Given,United States,6/5/2020,2020,TV-14,5 Seasons,Reality TV
s2427,TV Show,BAKI,Not Given,Japan,6/4/2020,2020,TV-MA,3 Seasons,"Anime Series, International TV Shows"
s2445,TV Show,Cardcaptor Sakura,Not Given,Japan,6/1/2020,1999,TV-Y7,2 Seasons,"Anime Series, International TV Shows"
s2450,TV Show,Megalobox,Not Given,Japan,6/1/2020,2018,TV-MA,1 Season,"Anime Series, International TV Shows"
s2451,TV Show,Midnight Diner,Not Given,Japan,6/1/2020,2014,TV-MA,3 Seasons,"International TV Shows, TV Dramas"
s2453,TV Show,My Shy Boss,Not Given,South Korea,6/1/2020,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s2454,TV Show,Revolutionary Love,Not Given,South Korea,6/1/2020,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s2460,TV Show,Space Force,Not Given,United States,5/29/2020,2020,TV-MA,1 Season,TV Comedies
s2426,Movie,The Light of My Eyes,Not Given,Pakistan,6/5/2020,2010,TV-MA,96 min,"Dramas, International Movies, Romantic Movies"
s2433,TV Show,Alone,Not Given,Pakistan,6/2/2020,2019,TV-14,1 Season,Reality TV
s2462,TV Show,"Can't Cope, Won't Cope",Not Given,Ireland,5/28/2020,2018,TV-MA,2 Seasons,"TV Comedies, TV Dramas"
s2463,TV Show,Dorohedoro,Not Given,Japan,5/28/2020,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
s2467,TV Show,Mako Mermaids: An H2O Adventure,Not Given,Australia,5/28/2020,2016,TV-G,4 Seasons,"Kids' TV, TV Comedies"
s2473,TV Show,Betaal,Not Given,India,5/24/2020,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Horror"
s2474,TV Show,Dynasty,Not Given,United States,5/23/2020,2019,TV-14,3 Seasons,TV Dramas
s2477,TV Show,History 101,Not Given,United Kingdom,5/22/2020,2020,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows"
s2487,TV Show,Mystic Pop-up Bar,Not Given,South Korea,5/21/2020,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies"
